locations_no;lie_city;lie_city_part;lie_street;lie_housenoonly;lie_housenoonlyext;flurstueck;rechtswert;hochwert;wohneinheiten;geweinheiten;rvfarbe;rvname;dpsid;hamikrorohr;aplaufgelegt;hakabelfasern;hakabelspleiss;kntname;odfspleiss;odfkabelfasern;mfgsid;popextid;auftraggeber;assigned_user_id;popsid
LOC10845;Gerstetten;Heldenfingen;Schlehenweg;4;-;-;579144.88;5384206.0;1;0;rot;HLDFG-HA1x10gr-RVT06-03-06;HLDFG-RVT-06;grau;1-2;12 F (1x12);2;HLDFG-RVT-06;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10656;Gerstetten;Heldenfingen;Kastanienweg;13;-;-;578703.76;5384466.0;1;0;grün;HLDFG-HA1x10ws-RVT01-02-05;HLDFG-RVT-01;weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;45-46;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10456;Gerstetten;Heldenfingen;Altheimer Weg;15;-;-;578756.42;5383642.0;1;0;grün;HLDFG-HA1x10sw-RVT04-01-010;HLDFG-RVT-04;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-04;65-66;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10473;Gerstetten;Heldenfingen;Austernweg;14;-;-;579263.04;5384237.0;1;0;rot;HLDFG-HA1x10gn-RVT06-03-02;HLDFG-RVT-06;grün;1-2;12 F (1x12);2;HLDFG-RVT-06;65-66;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10483;Gerstetten;Heldenfingen;Baumstraße;17;-;-;578559.19;5383884.0;1;0;orange;HLDFG-HA1x10br-RVT03-02-07;HLDFG-RVT-03;braun;1-2;12 F (1x12);2;HLDFG-RVT-03;65-66;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10549;Gerstetten;Heldenfingen;Enzianweg;3;-;-;579146.08;5384505.0;1;0;rot;HLDFG-HA1x10vi-RVT08-03-08;HLDFG-RVT-08;violett;1-2;12 F (1x12);2;HLDFG-RVT-08;65-66;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10606;Gerstetten;Heldenfingen;Heuchlinger Straße;7;-;-;578725.65;5383975.0;1;0;grün;HLDFG-HA1x10gr-RVT02-01-06;HLDFG-RVT-02;grau;1-2;12 F (1x12);2;HLDFG-RVT-02;65-66;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10851;Gerstetten;Heldenfingen;Sonnenhalde;4;-;-;578903.08;5384205.0;1;0;orange;HLDFG-HA1x10or-RVT07-02-011;HLDFG-RVT-07;orange;1-2;12 F (1x12);2;HLDFG-RVT-07;65-66;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10494;Gerstetten;Heldenfingen;Breite Straße;4;-;-;578685.27;5384246.0;1;0;orange;HLDFG-HA1x10rs-RVT02-04-012;HLDFG-RVT-02;rosa;1-2;12 F (1x12);2;HLDFG-RVT-02;67-68;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10722;Gerstetten;Heldenfingen;Max-Eyth-Straße;39;-;-;578463.96;5383948.0;1;0;orange;HLDFG-HA1x10gr-ws-RVT03-02-018;HLDFG-RVT-03;grau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;67-68;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10776;Gerstetten;Heldenfingen;Raiffeisenstraße;1;-;-;578962.66;5384146.0;1;0;grün;HLDFG-HA1x10br-RVT05-04-07;HLDFG-RVT-05;braun;1-2;12 F (1x12);2;HLDFG-RVT-05;67-68;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10796;Gerstetten;Heldenfingen;Ringstraße;27;-;-;579008.48;5384489.0;1;0;grün;HLDFG-HA1x10sw-RVT08-01-010;HLDFG-RVT-08;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-08;67-68;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10846;Gerstetten;Heldenfingen;Schlehenweg;6;-;-;579181.17;5384210.0;1;0;rot;HLDFG-HA1x10ws-RVT06-03-05;HLDFG-RVT-06;weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;67-68;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10854;Gerstetten;Heldenfingen;Untere Hirschstraße;8;-;-;578892.88;5384244.0;1;0;orange;HLDFG-HA1x10rs-RVT07-02-012;HLDFG-RVT-07;rosa;1-2;12 F (1x12);2;HLDFG-RVT-07;67-68;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10543;Gerstetten;Heldenfingen;Elsternweg;2;-;-;578934.87;5383706.0;1;0;orange;HLDFG-HA1x10br-RVT04-02-07;HLDFG-RVT-04;braun;1-2;12 F (1x12);2;HLDFG-RVT-04;69-70;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10559;Gerstetten;Heldenfingen;Felsenstraße;5;-;-;578892.59;5384277.0;1;0;rot;HLDFG-HA1x10gn-RVT07-04-02;HLDFG-RVT-07;grün;1-2;12 F (1x12);2;HLDFG-RVT-07;69-70;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10580;Gerstetten;Heldenfingen;Flurstraße;4;-;-;578940.17;5384052.0;1;0;grün;HLDFG-HA1x10ws-sw-RVT05-01-017;HLDFG-RVT-05;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;69-70;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10840;Gerstetten;Heldenfingen;Rüblinger Straße;58;-;-;578974.75;5384555.0;1;0;grün;HLDFG-HA1x10bl-ws-RVT08-01-015;HLDFG-RVT-08;blau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;69-70;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10626;Gerstetten;Heldenfingen;Jakobusstraße;1;-;-;578892.09;5384497.0;1;0;orange;HLDFG-HA1x10gn-RVT01-04-02;HLDFG-RVT-01;grün;1-2;12 F (1x12);2;HLDFG-RVT-01;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10486;Gerstetten;Heldenfingen;Baumstraße;19;/2;-;578527.03;5383814.0;1;0;orange;HLDFG-HA1x10gr-RVT03-02-06;HLDFG-RVT-03;grau;1-2;12 F (1x12);2;HLDFG-RVT-03;71-72;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10591;Gerstetten;Heldenfingen;Friedhofstraße;12;-;-;578814.92;5384030.0;1;0;rot;HLDFG-HA1x10vi-RVT05-03-08;HLDFG-RVT-05;violett;1-2;12 F (1x12);2;HLDFG-RVT-05;71-72;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10729;Gerstetten;Heldenfingen;Molkereistraße;5;-;-;578551.32;5384105.0;1;0;rot;HLDFG-HA1x10gn-RVT02-03-02;HLDFG-RVT-02;grün;1-2;12 F (1x12);2;HLDFG-RVT-02;71-72;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10781;Gerstetten;Heldenfingen;Raiffeisenstraße;9;-;-;579081.91;5384226.0;1;0;grün;HLDFG-HA1x10tk-RVT06-01-09;HLDFG-RVT-06;türkis;1-2;12 F (1x12);2;HLDFG-RVT-06;71-72;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10842;Gerstetten;Heldenfingen;Rüblinger Straße;60;-;-;578974.85;5384586.0;1;0;grün;HLDFG-HA1x10rt-ws-RVT08-01-013;HLDFG-RVT-08;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;71-72;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10695;Gerstetten;Heldenfingen;Ligusterweg;8;-;-;578809.42;5384408.0;1;0;orange;HLDFG-HA1x10rt-RVT01-03-01;HLDFG-RVT-01;rot;1-2;12 F (1x12);2;HLDFG-RVT-01;49-50;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10450;Gerstetten;Heldenfingen;Altheimer Weg;3;-;-;578783.23;5383814.0;1;0;grün;HLDFG-HA1x10br-ws-RVT04-01-019;HLDFG-RVT-04;braun / weiß;1-2;12 F (1x12);2;HLDFG-RVT-04;73-74;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10666;Gerstetten;Heldenfingen;Kliffstraße;6;-;-;579172.47;5384181.0;1;0;rot;HLDFG-HA1x10tk-RVT06-03-09;HLDFG-RVT-06;türkis;1-2;12 F (1x12);2;HLDFG-RVT-06;73-74;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10676;Gerstetten;Heldenfingen;Korallenweg;1;-;-;579091.01;5384296.0;1;0;grün;HLDFG-HA1x10bl-RVT07-01-03;HLDFG-RVT-07;blau;1-2;12 F (1x12);2;HLDFG-RVT-07;73-74;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10742;Gerstetten;Heldenfingen;Molkereistraße;26;-;-;578773.43;5384096.0;1;0;orange;HLDFG-HA1x10bl-RVT05-02-03;HLDFG-RVT-05;blau;1-2;12 F (1x12);2;HLDFG-RVT-05;73-74;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10834;Gerstetten;Heldenfingen;Rüblinger Straße;48;-;-;578970.85;5384436.0;1;0;grün;HLDFG-HA1x10br-RVT08-01-07;HLDFG-RVT-08;braun;1-2;12 F (1x12);2;HLDFG-RVT-08;73-74;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10510;Gerstetten;Heldenfingen;Brunnenäcker;10;-;-;578823.01;5384358.0;1;0;orange;HLDFG-HA1x10tk-RVT01-03-09;HLDFG-RVT-01;türkis;1-2;12 F (1x12);2;HLDFG-RVT-01;51-52;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10532;Gerstetten;Heldenfingen;Dettinger Weg;14;-;-;579084.51;5384060.0;1;0;grün;HLDFG-HA1x10tk-RVT06-02-09;HLDFG-RVT-06;türkis;1-2;12 F (1x12);2;HLDFG-RVT-06;75-76;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10615;Gerstetten;Heldenfingen;Heuchlinger Straße;18;-;-;578764.94;5383858.0;1;0;orange;HLDFG-HA1x10ge-ws-RVT04-02-016;HLDFG-RVT-04;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-04;75-76;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10713;Gerstetten;Heldenfingen;Max-Eyth-Straße;26;-;-;578479.95;5384072.0;1;0;grün;HLDFG-HA1x10rt-ws-RVT03-01-013;HLDFG-RVT-03;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;75-76;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10813;Gerstetten;Heldenfingen;Rüblinger Straße;20;-;-;578805.82;5384261.0;1;0;grün;HLDFG-HA1x10gr-RVT02-02-06;HLDFG-RVT-02;grau;1-2;12 F (1x12);2;HLDFG-RVT-02;75-76;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10633;Gerstetten;Heldenfingen;Jakobusstraße;8;-;-;578866.6;5384523.0;1;0;grün;HLDFG-HA1x10ge-ws-RVT01-01-016;HLDFG-RVT-01;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;53-54;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10462;Gerstetten;Heldenfingen;Anemonenweg;4;-;-;579038.83;5384542.0;1;0;grün;HLDFG-HA1x10gr-RVT08-05-06;HLDFG-RVT-08;grau;1-2;12 F (1x12);2;HLDFG-RVT-08;77-78;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10594;Gerstetten;Heldenfingen;Friedhofstraße;16;-;-;578866.0;5384052.0;2;0;rot;HLDFG-HA1x10rt-ws-RVT05-03-013;HLDFG-RVT-05;rot / weiß;1-4;12 F (1x12);4;HLDFG-RVT-05;77-80;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10610;Gerstetten;Heldenfingen;Heuchlinger Straße;12;-;-;578738.35;5383907.0;1;0;grün;HLDFG-HA1x10rt-RVT02-01-01;HLDFG-RVT-02;rot;1-2;12 F (1x12);2;HLDFG-RVT-02;77-78;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10643;Gerstetten;Heldenfingen;Jakobusstraße;22;-;-;578690.67;5384569.0;1;0;grün;HLDFG-HA1x10gn-RVT01-01-02;HLDFG-RVT-01;grün;1-2;12 F (1x12);2;HLDFG-RVT-01;55-56;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10479;Gerstetten;Heldenfingen;Baumstraße;8;-;-;578650.28;5383916.0;1;0;rot;HLDFG-HA1x10ge-RVT04-03-04;HLDFG-RVT-04;gelb;1-2;12 F (1x12);2;HLDFG-RVT-04;79-80;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10533;Gerstetten;Heldenfingen;Dettinger Weg;16;-;-;579093.1;5384059.0;1;0;grün;HLDFG-HA1x10sw-RVT06-02-010;HLDFG-RVT-06;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-06;79-80;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10780;Gerstetten;Heldenfingen;Raiffeisenstraße;7;-;-;579013.14;5384191.0;1;0;grün;HLDFG-HA1x10bl-RVT05-04-03;HLDFG-RVT-05;blau;1-2;12 F (1x12);2;HLDFG-RVT-05;79-80;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10792;Gerstetten;Heldenfingen;Ringstraße;23;-;-;579048.22;5384486.0;1;0;orange;HLDFG-HA1x10or-RVT08-02-011;HLDFG-RVT-08;orange;1-2;12 F (1x12);2;HLDFG-RVT-08;79-80;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10648;Gerstetten;Heldenfingen;Kastanienweg;5;-;-;578803.52;5384443.0;1;0;grün;HLDFG-HA1x10rs-RVT01-02-012;HLDFG-RVT-01;rosa;1-2;12 F (1x12);2;HLDFG-RVT-01;57-58;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10607;Gerstetten;Heldenfingen;Heuchlinger Straße;8;-;-;578712.16;5383972.0;1;0;grün;HLDFG-HA1x10ws-RVT02-01-05;HLDFG-RVT-02;weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;81-82;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10673;Gerstetten;Heldenfingen;Konradstraße;13;-;-;578694.56;5383754.0;1;0;blau;HLDFG-HA1x10ws-RVT04-04-05;HLDFG-RVT-04;weiß;1-2;12 F (1x12);2;HLDFG-RVT-04;81-82;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10720;Gerstetten;Heldenfingen;Max-Eyth-Straße;36;-;-;578418.17;5383977.0;1;0;grün;HLDFG-HA1x10gr-RVT03-01-06;HLDFG-RVT-03;grau;1-2;12 F (1x12);2;HLDFG-RVT-03;81-82;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10779;Gerstetten;Heldenfingen;Raiffeisenstraße;6;-;-;579045.22;5384169.0;1;0;grün;HLDFG-HA1x10gn-RVT05-04-02;HLDFG-RVT-05;grün;1-2;12 F (1x12);2;HLDFG-RVT-05;81-82;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10856;Gerstetten;Heldenfingen;Untere Hirschstraße;11;-;-;578925.07;5384252.0;1;0;orange;HLDFG-HA1x10ws-sw-RVT07-02-017;HLDFG-RVT-07;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;81-82;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10627;Gerstetten;Heldenfingen;Jakobusstraße;2;-;-;578925.17;5384499.0;2;0;orange;HLDFG-HA1x10rt-RVT01-04-01;HLDFG-RVT-01;rot;1-4;12 F (1x12);4;HLDFG-RVT-01;5-8;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10495;Gerstetten;Heldenfingen;Breite Straße;6;-;-;578681.07;5384273.0;1;0;orange;HLDFG-HA1x10tk-RVT02-04-09;HLDFG-RVT-02;türkis;1-2;12 F (1x12);2;HLDFG-RVT-02;83-84;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10661;Gerstetten;Heldenfingen;Kliffstraße;1;-;-;579136.19;5384089.0;1;0;orange;HLDFG-HA1x10rs-RVT06-04-012;HLDFG-RVT-06;rosa;1-2;12 F (1x12);2;HLDFG-RVT-06;83-84;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10855;Gerstetten;Heldenfingen;Untere Hirschstraße;9;-;-;578913.28;5384251.0;1;0;orange;HLDFG-HA1x10ge-ws-RVT07-02-016;HLDFG-RVT-07;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;83-84;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10500;Gerstetten;Heldenfingen;Breite Straße;14;-;-;578628.69;5384299.0;1;0;orange;HLDFG-HA1x10ws-RVT02-04-05;HLDFG-RVT-02;weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;85-86;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10621;Gerstetten;Heldenfingen;Hügelweg;3;-;-;578872.09;5384286.0;1;0;grün;HLDFG-HA1x10bl-RVT07-03-03;HLDFG-RVT-07;blau;1-2;12 F (1x12);2;HLDFG-RVT-07;85-86;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10714;Gerstetten;Heldenfingen;Max-Eyth-Straße;28;-;-;578472.55;5384055.0;1;0;grün;HLDFG-HA1x10rs-RVT03-01-012;HLDFG-RVT-03;rosa;1-2;12 F (1x12);2;HLDFG-RVT-03;85-86;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10750;Gerstetten;Heldenfingen;Molkereistraße;37;-;-;578833.21;5384171.0;1;0;orange;HLDFG-HA1x10ge-ws-RVT05-02-016;HLDFG-RVT-05;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;85-86;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10768;Gerstetten;Heldenfingen;Rabenweg;2;-;-;578771.73;5383780.0;1;0;grün;HLDFG-HA1x10vi-RVT04-01-08;HLDFG-RVT-04;violett;1-2;12 F (1x12);2;HLDFG-RVT-04;85-86;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10843;Gerstetten;Heldenfingen;Rüblinger Straße;63;-;-;578931.97;5384594.0;1;0;grün;HLDFG-HA1x10rs-RVT08-01-012;HLDFG-RVT-08;rosa;1-2;12 F (1x12);2;HLDFG-RVT-08;85-86;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10562;Gerstetten;Heldenfingen;Felsenstraße;8;-;-;578920.27;5384277.0;1;0;rot;HLDFG-HA1x10gr-RVT07-04-06;HLDFG-RVT-07;grau;1-2;12 F (1x12);2;HLDFG-RVT-07;87-88;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10605;Gerstetten;Heldenfingen;Heuchlinger Straße;6;-;-;578711.26;5383979.0;1;0;grün;HLDFG-HA1x10vi-RVT02-01-08;HLDFG-RVT-02;violett;1-2;12 F (1x12);2;HLDFG-RVT-02;87-88;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10710;Gerstetten;Heldenfingen;Max-Eyth-Straße;20;-;-;578522.13;5384081.0;1;0;grün;HLDFG-HA1x10ge-ws-RVT03-01-016;HLDFG-RVT-03;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;87-88;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10747;Gerstetten;Heldenfingen;Molkereistraße;32;-;-;578799.42;5384150.0;1;0;orange;HLDFG-HA1x10rs-RVT05-02-012;HLDFG-RVT-05;rosa;1-2;12 F (1x12);2;HLDFG-RVT-05;87-88;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10757;Gerstetten;Heldenfingen;Muschelweg;2;-;-;579199.76;5384274.0;1;0;grün;HLDFG-HA1x10bl-ws-RVT06-01-015;HLDFG-RVT-06;blau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;87-88;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10829;Gerstetten;Heldenfingen;Rüblinger Straße;41;-;-;578919.37;5384378.0;1;0;grün;HLDFG-HA1x10gn-RVT08-01-02;HLDFG-RVT-08;grün;1-2;12 F (1x12);2;HLDFG-RVT-08;87-88;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10635;Gerstetten;Heldenfingen;Jakobusstraße;10;-;-;578845.25;5384529.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT01-01-014;HLDFG-RVT-01;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10503;Gerstetten;Heldenfingen;Breite Straße;20;-;-;578595.3;5384341.0;1;0;orange;HLDFG-HA1x10bl-RVT02-04-03;HLDFG-RVT-02;blau;1-2;12 F (1x12);2;HLDFG-RVT-02;89-90;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10570;Gerstetten;Heldenfingen;Felsenstraße;19;/1;-;578969.55;5384327.0;1;0;grün;HLDFG-HA1x10bl-ws-RVT07-01-015;HLDFG-RVT-07;blau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;89-90;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10685;Gerstetten;Heldenfingen;Kornblumenweg;9;-;-;579100.1;5384598.0;1;0;orange;HLDFG-HA1x10bl-RVT08-02-03;HLDFG-RVT-08;blau;1-2;12 F (1x12);2;HLDFG-RVT-08;89-90;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10741;Gerstetten;Heldenfingen;Molkereistraße;24;/1;-;578747.34;5384095.0;1;0;orange;HLDFG-HA1x10gn-RVT05-02-02;HLDFG-RVT-05;grün;1-2;12 F (1x12);2;HLDFG-RVT-05;89-90;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10638;Gerstetten;Heldenfingen;Jakobusstraße;15;-;-;578729.15;5384530.0;1;0;grün;HLDFG-HA1x10ws-RVT01-01-05;HLDFG-RVT-01;weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;61-62;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10481;Gerstetten;Heldenfingen;Baumstraße;11;-;-;578614.5;5383876.0;1;0;rot;HLDFG-HA1x10gn-RVT04-03-02;HLDFG-RVT-04;grün;1-2;12 F (1x12);2;HLDFG-RVT-04;91-92;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10537;Gerstetten;Heldenfingen;Dettinger Weg;24;-;-;579145.48;5384051.0;1;0;grün;HLDFG-HA1x10ws-sw-RVT06-02-017;HLDFG-RVT-06;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;91-92;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10588;Gerstetten;Heldenfingen;Friedhofstraße;9;-;-;578781.13;5384059.0;1;0;rot;HLDFG-HA1x10ws-RVT05-03-05;HLDFG-RVT-05;weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;91-92;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
